PDB Code,Ligand Name,C-C,C-N,C-O,C-F,C-P,C-S,C-Cl,C-Br,C-I,N-C,N-N,N-O,N-F,N-P,N-S,N-Cl,N-Br,N-I,O-C,O-N,O-O,O-F,O-P,O-S,O-Cl,O-Br,O-I,F-C,F-N,F-O,F-F,F-P,F-S,F-Cl,F-Br,F-I,P-C,P-N,P-O,P-F,P-P,P-S,P-Cl,P-Br,P-I,S-C,S-N,S-O,S-F,S-P,S-S,S-Cl,S-Br,S-I,Cl-C,Cl-N,Cl-O,Cl-F,Cl-P,Cl-S,Cl-Cl,Cl-Br,Cl-I,Br-C,Br-N,Br-O,Br-F,Br-P,Br-S,Br-Cl,Br-Br,Br-I,I-C,I-N,I-O,I-F,I-P,I-S,I-Cl,I-Br,I-I,Total Count,Binding Data
1z4n,1z4n_ligand,2482,684,764,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,49288,12964,14959,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,388,105,111,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81880,4.52
1z4o,1z4o_ligand,2494,697,785,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,52912,14084,16153,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,385,109,108,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87885,4.52
2a4m,2a4m_ligand,2230,601,633,0,0,11,0,0,0,381,109,112,0,0,2,0,0,0,98754,29603,30088,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162793,4.52
1gi7,1gi7_ligand,2700,823,879,0,0,56,0,0,0,853,239,269,0,0,21,0,0,0,22762,6262,6818,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42007,4.51
1j14,1j14_ligand,1239,337,410,0,0,34,0,0,0,400,108,123,0,0,9,0,0,0,9351,2572,2933,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,41,48,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17919,4.49
1o7o,1o7o_ligand,7234,1928,1798,0,0,60,0,0,0,860,241,241,0,0,4,0,0,0,84725,21629,22784,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,754,217,210,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143273,4.49
1qan,1qan_ligand,2927,744,805,0,0,17,0,0,0,1014,254,296,0,0,7,0,0,0,13567,3476,3679,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27148,4.48
1wvc,1wvc_ligand,1670,447,458,0,0,29,0,0,0,507,143,155,0,0,8,0,0,0,11076,2839,3155,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,390,105,129,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21236,4.46
2amt,2amt_ligand,21807,5902,6819,0,0,120,0,0,0,3633,888,1066,0,0,48,0,0,0,48936,13530,14431,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,2943,821,912,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122207,4.44
1rgl,1rgl_ligand,997,298,342,0,0,0,0,0,0,523,149,170,0,0,0,0,0,0,8287,2182,2826,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,156,41,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16105,4.43
1no6,1no6_ligand,2792,891,839,0,0,32,0,0,0,171,54,51,0,0,1,0,0,0,27301,7654,7986,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48081,4.41
2csn,2csn_ligand,2135,495,596,0,0,0,0,0,0,486,117,145,0,0,0,0,0,0,18040,4971,5135,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,107,116,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32859,4.41
2avq,2avq_ligand,6302,1755,1887,0,0,12,0,0,0,1630,461,490,0,0,4,0,0,0,32540,8632,8904,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,19,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62867,4.39
1bhf,1bhf_ligand,1409,447,454,0,0,5,0,0,0,82,31,30,0,0,1,0,0,0,9892,2813,2982,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18186,4.38
1dy4,1dy4_ligand,5227,1407,1723,0,0,75,0,0,0,552,152,169,0,0,12,0,0,0,44386,11945,15080,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81351,4.36
1we2,1we2_ligand,2625,839,769,0,0,0,0,0,0,671,250,213,0,0,0,0,0,0,16092,5035,4555,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,324,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31619,4.36
2ez7,2ez7_ligand,947,235,216,0,0,1,0,0,0,536,138,117,0,0,2,0,0,0,16420,4459,4627,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27734,4.36
1ghv,1ghv_ligand,3295,892,1034,0,0,63,0,0,0,953,261,303,0,0,21,0,0,0,36120,10203,10672,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,33,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64376,4.35
1yfz,1yfz_ligand,3904,1006,1146,0,0,4,0,0,0,1305,333,386,0,0,0,0,0,0,22256,5590,6398,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,270,68,77,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42851,4.35
1e3v,1e3v_ligand,8193,1846,2094,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,13056,3499,3700,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32739,4.34
1z6s,1z6s_ligand,2215,702,645,0,0,60,0,0,0,1123,333,338,0,0,36,0,0,0,31995,9297,10391,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,290,94,76,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58316,4.34
1olx,1olx_ligand,2131,643,744,0,0,25,0,0,0,416,136,142,0,0,6,0,0,0,50760,13841,14852,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,389,119,131,0,0,4,0,0,0,147,48,55,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85057,4.33
4rsk,4rsk_ligand,1127,327,281,0,0,26,0,0,0,284,78,70,0,0,8,0,0,0,9275,2696,3024,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,126,40,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17612,4.32
1rgk,1rgk_ligand,967,286,338,0,0,0,0,0,0,515,153,175,0,0,1,0,0,0,8935,2336,3015,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,153,41,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17061,4.31
2tpi,2tpi_ligand,1911,548,625,0,0,38,0,0,0,368,106,120,0,0,8,0,0,0,17474,4845,5338,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31721,4.31
1z95,1z95_ligand,4142,952,965,0,0,113,0,0,0,456,103,111,0,0,14,0,0,0,16908,4261,4368,0,0,194,0,0,0,911,219,219,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,316,77,81,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34441,4.3
1e2l,1e2l_ligand,5049,1360,1268,0,0,120,0,0,0,910,235,243,0,0,24,0,0,0,27088,7085,7269,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,92,97,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51547,4.29
1v2l,1v2l_ligand,1196,333,398,0,0,35,0,0,0,378,105,122,0,0,9,0,0,0,15693,4276,4943,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,60,75,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28087,4.29
1m5w,1m5w_ligand,6160,2016,1787,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,151216,44583,46004,0,0,1558,0,0,0,0,0,0,0,0,0,0,0,0,1556,522,463,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255917,4.27
1li3,1li3_ligand,1846,483,483,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7095,1947,2037,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,60,54,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14294,4.25
1pzi,1pzi_ligand,9728,3071,3113,0,0,144,0,0,0,1339,425,393,0,0,15,0,0,0,73341,20822,23323,0,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136515,4.22
1t5f,1t5f_ligand,3896,1142,1426,0,0,27,0,0,0,522,138,189,0,0,3,0,0,0,39885,10803,12344,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70575,4.22
1ua4,1ua4_ligand,4596,1425,1550,0,0,32,0,0,0,975,281,301,0,0,5,0,0,0,77563,20125,23006,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,215,56,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130464,4.22
1ulg,1ulg_ligand,4737,1697,1393,0,0,0,0,0,0,211,73,56,0,0,0,0,0,0,35097,9965,10095,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63367,4.21
1c5y,1c5y_ligand,2952,841,941,0,0,61,0,0,0,598,165,181,0,0,14,0,0,0,28087,7874,8509,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,56,63,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50954,4.2
1c87,1c87_ligand,1475,521,473,0,0,22,0,0,0,185,60,53,0,0,3,0,0,0,22195,6208,6484,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,56,50,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38196,4.2
1ghw,1ghw_ligand,3488,934,1095,0,0,67,0,0,0,812,219,264,0,0,19,0,0,0,33563,9367,9903,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,33,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60290,4.2
1hi3,1hi3_ligand,1233,415,309,0,0,30,0,0,0,556,193,149,0,0,15,0,0,0,14923,4432,4318,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,273,80,61,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27318,4.19
1v2s,1v2s_ligand,1177,329,401,0,0,38,0,0,0,382,107,124,0,0,9,0,0,0,14694,4068,4687,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,63,74,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26587,4.17
1m2x,1m2x_ligand,5728,1666,1723,0,0,70,0,0,0,506,140,153,0,0,8,0,0,0,91685,24947,27718,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,237,232,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155953,4.15
1q91,1q91_ligand,2838,709,717,0,0,32,0,0,0,398,105,106,0,0,4,0,0,0,36364,9674,9823,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,347,81,74,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61461,4.15
2toh,2toh_ligand,3518,873,983,0,0,21,0,0,0,1110,263,310,0,0,2,0,0,0,20637,5442,5987,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39279,4.15
1gny,1gny_ligand,2238,691,748,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21115,5766,7206,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37881,4.14
1v2q,1v2q_ligand,2264,637,730,0,0,57,0,0,0,580,164,185,0,0,15,0,0,0,9457,2595,2955,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,51,63,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20115,4.13
1p19,1p19_ligand,6585,1730,1848,0,0,8,0,0,0,2698,654,761,0,0,0,0,0,0,63578,18217,19151,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,595,160,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116408,4.11
1z3v,1z3v_ligand,3487,1109,1179,0,0,49,0,0,0,229,72,74,0,0,5,0,0,0,37553,10418,12349,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67091,4.11
1c5t,1c5t_ligand,1260,363,458,0,0,36,0,0,0,504,146,169,0,0,13,0,0,0,20653,5675,6591,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,42,49,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36443,4.1
1odj,1odj_ligand,12172,3537,3550,0,0,157,0,0,0,6120,1721,1786,0,0,72,0,0,0,48479,13847,13921,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,326,332,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107587,4.1
1rzx,1rzx_ligand,63,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4396,1227,1356,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7112,4.1
1ai7,1ai7_ligand,1398,357,410,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,81796,22180,24133,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130629,4.09
1jn2,1jn2_ligand,1249,375,431,0,0,0,0,0,0,132,33,36,0,0,0,0,0,0,6542,1776,2164,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12997,4.09
1o0n,1o0n_ligand,2425,693,593,0,0,54,0,0,0,609,162,153,0,0,16,0,0,0,39851,11621,13083,0,0,858,0,0,0,0,0,0,0,0,0,0,0,0,270,86,75,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70554,4.09
1y2g,1y2g_ligand,2147,542,617,0,0,34,0,0,0,566,151,164,0,0,12,0,0,0,20938,5703,6320,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37406,4.08
1gj4,1gj4_ligand,4621,1223,1406,0,0,93,0,0,0,652,181,219,0,0,13,0,0,0,26059,7204,7628,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,32,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49778,4.07
1hyo,1hyo_ligand,3105,846,967,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,111568,30512,32010,0,0,1153,0,0,0,0,0,0,0,0,0,0,0,0,454,136,158,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180934,4.07
1awi,1awi_ligand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2801,736,782,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4369,4.05
1r4w,1r4w_ligand,7955,1760,1891,0,0,114,0,0,0,2408,507,583,0,0,29,0,0,0,42827,10757,11367,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,167,182,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81926,4.05
1tuf,1tuf_ligand,8847,2550,2677,0,0,177,0,0,0,1266,362,395,0,0,16,0,0,0,48955,13304,14411,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,394,105,115,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94130,4.05
1hi5,1hi5_ligand,1100,365,316,0,0,27,0,0,0,539,176,163,0,0,13,0,0,0,14481,4214,4097,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,343,98,77,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26320,4.04
1li2,1li2_ligand,1814,461,472,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,7754,2136,2224,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,59,55,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15270,4.04
1c5z,1c5z_ligand,2842,798,893,0,0,60,0,0,0,410,110,123,0,0,9,0,0,0,26867,7487,8117,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48093,4.01
1v2w,1v2w_ligand,2168,625,750,0,0,58,0,0,0,562,166,192,0,0,15,0,0,0,12535,3462,3981,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,53,65,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25038,4.01
1lgw,1lgw_ligand,1796,473,469,0,0,18,0,0,0,244,63,67,0,0,4,0,0,0,7403,2055,2138,0,0,61,0,0,0,243,62,61,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,225,61,54,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15501,4
1nu3,1nu3_ligand,11980,2798,3090,0,0,0,0,0,0,2008,475,501,0,0,0,0,0,0,36699,9489,11466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78600,4
1tni,1tni_ligand,1552,439,525,0,0,43,0,0,0,179,48,52,0,0,4,0,0,0,17158,4723,5472,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30488,4
1wc1,1wc1_ligand,4206,1103,1221,0,0,27,0,0,0,2207,540,630,0,0,16,0,0,0,51928,14288,15221,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,1205,348,357,0,0,11,0,0,0,473,104,127,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94720,4
1v11,1v11_ligand,3260,951,1013,0,0,46,0,0,0,655,186,202,0,0,12,0,0,0,67798,18337,19999,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,351,101,118,0,0,4,0,0,0,117,38,42,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113872,3.98
1mrs,1mrs_ligand,2135,593,638,0,0,10,0,0,0,464,118,126,0,0,2,0,0,0,11757,3566,3457,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,185,57,57,0,0,0,0,0,0,244,91,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23600,3.96
1x9d,1x9d_ligand,2747,717,918,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,48221,12472,13805,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,74,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79509,3.96
2fpz,2fpz_ligand,4887,1492,1770,0,0,151,0,0,0,2215,653,761,0,0,63,0,0,0,70572,18849,19579,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121815,3.96
1v1m,1v1m_ligand,3286,960,1028,0,0,49,0,0,0,656,186,199,0,0,12,0,0,0,72312,19774,21328,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,356,107,120,0,0,4,0,0,0,122,41,43,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121271,3.94
1z3t,1z3t_ligand,3458,1105,1167,0,0,50,0,0,0,227,73,73,0,0,5,0,0,0,18582,5038,5824,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35865,3.94
